Q216400,Q2229738
Q316788,Q7746889
Q319839,Q4158287
Q469998,Q16582483
Q927,Q2325297
Q27140454,Q20569916
Q184440,Q154769
Q4886169,Q7304595
Q7325397,Q22582899
Q12179098,Q12202290
Q1347163,Q18636850
Q3384079,Q3228381
Q2585363,Q50726686
Q551757,Q16582728
Q454268,Q9297554
Q804835,Q22583022
Q272748,Q7304614
Q184440,Q154771
Q4963506,Q18636852
Q5409135,Q6039056
Q562556,Q3228427
Q274681,Q50727602
Q231349,Q7746899
Q462363,Q2326609
Q4015092,Q16583429
Q359548,Q4158817
Q4963506,Q18636855
Q159552,Q22605381
Q47125320,Q20569927
Q296256,Q7304690
Q16059270,Q6039077
Q4993107,Q7746939
Q5241455,Q50732499
Q184440,Q154774
Q9204,Q2326672
Q5878,Q16583487
Q12216131,Q12202321
Q315949,Q3228454
Q737874,Q4159205
Q583438,Q22617938
Q166351,Q2327110
Q6776188,Q18639135
Q5203493,Q7304733
Q1707878,Q6039081
Q184440,Q154777
Q318099,Q3228457
Q589497,Q16583894
Q17714,Q50747675
Q1387629,Q50747675
Q583438,Q22629415
Q6829625,Q22629415
Q4221140,Q18639139
Q357970,Q7746944
Q220816,Q2328292
Q351555,Q9300188
Q362721,Q6039092
Q4244597,Q16584299
Q1038491,Q16584299
Q1048828,Q16584299
Q4069035,Q16584299
Q4193689,Q16584299
Q597100,Q7304744
Q4321179,Q4159364
Q3331118,Q20569935
Q8012391,Q50757028
Q503635,Q50757028
Q446481,Q50757028
Q152824,Q50757028
Q704433,Q50757028
Q16187095,Q50757028
Q328590,Q50757028
Q1566335,Q50757028
Q433987,Q50757028
Q5670349,Q50757028
Q1340586,Q3228492
Q184440,Q154781
Q2415563,Q2328460
Q313758,Q7746968
Q272076,Q9301892
Q333123,Q7304772
Q125663,Q4159421
Q5749867,Q6039106
Q439860,Q16585207
Q184440,Q154783
Q46420,Q12202330
Q22661116,Q22659925
Q5673,Q2328503
Q2156711,Q18639378
Q189869,Q6039153
Q232417,Q4159424
Q12959,Q3228511
Q727416,Q16587625
Q11767593,Q9302720
Q16012564,Q50758093
Q184440,Q154795
Q5673,Q2328544
Q21413765,Q22661125
Q170509,Q7746978
Q5512567,Q18639517
Q1928721,Q50758312
Q16590303,Q16587716
Q4296107,Q4159461
Q4137,Q3228512
Q184440,Q154803
Q438408,Q6039327
Q704553,Q9303670
Q22661438,Q22661440
Q22661526,Q22661440
Q1927976,Q2328907
Q6285448,Q7746998
Q1518086,Q50758737
Q59155,Q155498
Q47125285,Q20569951
Q12227911,Q12202717
Q13563019,Q7304996
Q11737967,Q9311570
Q229996,Q2328959
Q4750406,Q6039439
Q295537,Q3228513
Q94364,Q22661501
Q4015092,Q16587893
Q2627391,Q4159996
Q6285609,Q7747005
Q6695027,Q7747005
Q9204,Q157360
Q6832107,Q50758826
Q47125364,Q20569954
Q366150,Q2329046
Q353068,Q6039682
Q11785167,Q9313027
Q2092466,Q7305012
Q22661581,Q22661569
Q42544,Q18639586
Q1557410,Q16587912
Q4686975,Q20569960
Q313254,Q4160095
Q2438215,Q50758945
Q706785,Q3228520
Q220078,Q7747010
Q1535859,Q157709
Q77328,Q2329298
Q447814,Q9313036
Q16875333,Q7305016
Q7325397,Q22661586
Q22661593,Q22661586
Q6108204,Q16588048
Q47121560,Q20569963
Q435032,Q50759080
Q20888799,Q18639613
Q1063803,Q3228525
Q379679,Q2330428
Q77779,Q160510
Q5582,Q7747016
Q207515,Q4160179
Q122775,Q9323243
Q7325397,Q22661633
Q22661593,Q22661633
Q207640,Q7305018
Q47120321,Q18640130
Q47120326,Q18640130
Q229480,Q50759256
Q21078073,Q50759256
Q265270,Q50759256
Q827708,Q50759256
Q19609699,Q50759256
Q545322,Q50759256
Q7911313,Q50759256
Q6120237,Q50759256
Q965507,Q50759256
Q50759309,Q50759256
Q6514430,Q50759256
Q40826,Q2330541
Q1476635,Q162091
Q384481,Q7305024
Q891324,Q9332643
Q364857,Q6040720
Q3321311,Q16588401
Q13563130,Q50759543
Q719973,Q7747035
Q170095,Q3228594
Q78529,Q162478
Q311891,Q2330751
Q6166426,Q2330751
Q716359,Q4160970
Q7324310,Q7305053
Q170509,Q7747042
Q8864212,Q9333279
Q6153041,Q20569978
Q353882,Q18642491
Q50759686,Q50759636
Q350404,Q2331093
Q3455763,Q3228603
Q6530,Q4161033
Q1598388,Q7747043
Q198770,Q6040829
Q39803,Q9338225
Q34670,Q163297
Q309974,Q3228801
Q50760152,Q50759929
Q450335,Q16588505
Q13129962,Q20569988
Q2068682,Q9338869
Q103114,Q18643289
Q536161,Q7305055
Q2019314,Q2331481
Q92620,Q4161409
Q33760,Q163335
Q183372,Q163335
Q22666139,Q22666147
Q30,Q22666147
Q22666143,Q22666147
Q50760601,Q50760465
Q188244,Q3229359
Q555358,Q18643335
Q1395538,Q7305089
Q188176,Q4161486
Q332689,Q163562
Q130786,Q7747059
Q315773,Q2332000
Q677472,Q22666633
Q652688,Q22666633
Q22666630,Q22666633
Q15920,Q9338874
Q28018695,Q50760848
Q1644228,Q3229403
Q469966,Q18643336
Q154691,Q16588648
Q5367730,Q7305126
Q62829,Q6041222
Q7398795,Q12203126
Q3293094,Q50761040
Q47108776,Q164932
Q8018,Q2332248
Q465179,Q7305141
Q267209,Q16588654
Q559409,Q9339697
Q22666672,Q22666685
Q47125353,Q20570004
Q563118,Q7747085
Q731866,Q12203143
Q5850362,Q3230057
Q7604,Q6041260
Q34474,Q4162677
Q1110509,Q2332305
Q504805,Q7305169
Q106740,Q9346175
Q34660,Q165068
Q5516515,Q50761299
Q16580546,Q16588686
Q6172737,Q18643451
Q47125262,Q20570009
Q2379675,Q22666715
Q315069,Q7747124
Q171091,Q3230309
Q1386445,Q3230309
Q4179607,Q4163075
Q991,Q165318
Q5354389,Q7305203
Q312627,Q9347433
Q36591,Q2332901
Q3480886,Q22666849
Q3402032,Q20570018
Q731866,Q12203308
Q20090220,Q7747131
Q2610362,Q4163086
Q261962,Q7305278
Q39837,Q18643682
Q365955,Q165520
Q57971,Q16589340
Q3828123,Q50775945
Q222509,Q7747133
Q47087,Q2332940
Q2778194,Q6041496
Q75612,Q9352340
Q1711833,Q20570019
Q22666179,Q22666919
Q47109040,Q3230323
Q12198099,Q12203309
Q525713,Q18643772
Q1383799,Q2332966
Q319820,Q165599
Q381920,Q16589523
Q6963067,Q7747137
Q55821,Q9352784
Q3607449,Q12203362
Q3102462,Q3230350
Q22666672,Q22666933
Q3398821,Q20570026
Q4985,Q7305519
Q328765,Q4163289
Q160534,Q2333013
Q189869,Q18643810
Q471116,Q12203363
Q4895766,Q7747141
Q231356,Q9353034
Q947320,Q16590440
Q62853,Q16590440
Q22666672,Q22667025
Q3083655,Q3230383
Q2246863,Q2333461
Q61699,Q4163290
Q314179,Q6041727
Q44519,Q166334
Q4963258,Q7305530
Q189869,Q18643978
Q285259,Q7747144
Q11758,Q50793200
Q4678423,Q12203411
Q2471163,Q3230387
Q18911842,Q6041745
Q11104003,Q20570035
Q3398492,Q20570035
Q5623679,Q20570035
Q2379675,Q22667345
Q212523,Q9355245
Q203715,Q16590623
Q279305,Q167007
Q1221670,Q7305576
Q246722,Q4163342
Q189869,Q18644205
Q356283,Q7747148
Q3744093,Q50794223
Q3052976,Q3230388
Q2662384,Q22668065
Q241248,Q6041772
Q216813,Q9356676
Q369632,Q2334547
Q189869,Q18644221
Q279305,Q167010
Q314787,Q7305736
Q3744093,Q50794715
Q3176054,Q3230443
Q13128224,Q20570043
Q1226237,Q7747150
Q3619806,Q16590849
Q8004461,Q22669059
Q327261,Q6041838
Q179695,Q2334830
Q189869,Q18644284
Q380202,Q7305737
Q168542,Q167320
Q15052619,Q50795171
Q6242572,Q7747151
Q741527,Q3230444
Q128560,Q4163995
Q273334,Q16591903
Q238140,Q9358933
Q182047,Q6041971
Q765539,Q22669080
Q180373,Q2334904
Q221870,Q7747166
Q3742861,Q16592303
Q3852619,Q16592303
Q1238574,Q3230451
Q25161,Q20570051
Q15052619,Q50795780
Q938475,Q9360400
Q38337,Q2334970
Q766768,Q2334970
Q4331780,Q7305742
Q327261,Q6042403
Q952452,Q18648848
Q22669170,Q22669148
Q347268,Q22669148
Q22669182,Q22669148
Q9028037,Q16593167
Q218690,Q167906
Q313073,Q7747176
Q18536007,Q20570052
Q50572772,Q50804783
Q50572379,Q50804783
Q5948492,Q50804783
Q1677149,Q3230456
Q2493515,Q2335244
Q269129,Q7305756
Q2075584,Q6042437
Q1373117,Q9362009
Q249197,Q167996
Q16337096,Q18648890
Q39803,Q16593239
Q553769,Q22669281
Q6836462,Q22669281
Q3398492,Q20570059
Q201221,Q4164291
Q242643,Q2335394
Q234050,Q7747177
Q1035,Q7747177
Q3419229,Q3230470
Q50806901,Q50807224
Q6812446,Q12203852
Q19644925,Q18648947
Q380506,Q9362362
Q16861391,Q22669326
Q33977,Q168309
Q47123183,Q20570060
Q554317,Q7747183
Q44272,Q2335578
Q1442249,Q16593277
Q50807302,Q50807320
Q50806901,Q50807320
Q272076,Q18648978
Q356633,Q22669937
Q16199561,Q7305766
Q6515,Q9363769
Q296256,Q3230482
Q948301,Q168351
Q3398492,Q20570067
Q123078,Q4164434
Q12239940,Q12203916
Q2965971,Q50807337
Q151403,Q7747184
Q2238857,Q2335936
Q254524,Q9364804
Q938005,Q18649031
Q3526636,Q3230485
Q7023959,Q7305767
Q124589,Q169118
Q5240642,Q22670345
Q369690,Q4164713
Q9013442,Q7747186
Q380790,Q2336083
Q4678670,Q9367578
Q50807628,Q50807648
Q44248,Q16593405
Q334854,Q12204187
Q472639,Q6042854
Q182788,Q7305967
Q16117351,Q18649042
Q12706,Q169632
Q465179,Q3230486
Q4361649,Q4165168
Q50825801,Q50807677
Q229480,Q7747191
Q9291542,Q9369134
Q334062,Q22670362
Q868,Q2337123
Q6533412,Q12204188
Q190220,Q169976
Q18649391,Q18649365
Q2744164,Q3230491
Q504381,Q7305968
Q2537433,Q20570081
Q369690,Q12204248
Q482451,Q4165175
Q33105054,Q50807803
Q50807796,Q50807803
Q527581,Q7747203
Q36322,Q170583
Q170509,Q2338040
Q22670815,Q22670863
Q318099,Q18649378
Q1362457,Q3230528
Q2783342,Q16593462
Q47125373,Q20570082
Q529235,Q12204271
Q2627047,Q9370737
Q237833,Q7747205
Q9546,Q4165276
Q350404,Q2338142
Q555578,Q18649853
Q5923275,Q6043572
Q3379258,Q3230542
Q3402032,Q20570088
Q7490109,Q9372305
Q12807,Q172850
Q708049,Q4165465
Q3182803,Q7747216
Q379595,Q2338336
Q277308,Q7306263
Q732363,Q12204315
Q22670936,Q22670935
Q18650080,Q18650078
Q3387339,Q3230546
Q9311543,Q16593487
Q22714,Q9375230
Q5833063,Q6043604
Q8747,Q172891
Q47737,Q4165480
Q927,Q2338885
Q13126878,Q20570090
Q259888,Q7747225
Q3430018,Q12204572
Q7566021,Q7306343
Q47115991,Q7306343
Q47115997,Q7306343
Q2707927,Q16593669
Q1891196,Q3230553
Q11768981,Q9375482
Q709295,Q4165588
Q5658215,Q22670972
Q47128461,Q50809157
Q3038032,Q2339209
Q19840274,Q20570095
Q719787,Q6043657
Q468851,Q7306438
Q4695887,Q12204579
Q1359038,Q4165590
Q27140454,Q20570098
Q50809498,Q50809494
Q81685,Q3230563
Q216813,Q9377291
Q351683,Q2339436
Q2829541,Q22670978
Q3438862,Q22670978
Q468851,Q7306439
Q503095,Q7747230
Q47484,Q174626
Q3068445,Q12205052
Q27140454,Q20570102
Q18653405,Q18653361
Q5901923,Q18653361
Q666468,Q50809636
Q6180045,Q22671022
Q326467,Q4165605
Q2063290,Q7306810
Q11778819,Q9377906
Q33977,Q3230565
Q35064,Q174654
Q991,Q2339758
Q965456,Q7747237
Q1150712,Q6043721
Q4120098,Q12205098
Q603855,Q16595774
Q47125330,Q20570103
Q2906095,Q22671075
Q428755,Q4165638
Q6491121,Q7306817
Q447814,Q9378792
Q2892277,Q3230570
Q192214,Q175020
Q1894524,Q175020
Q169566,Q2341013
Q272163,Q12205407
Q553449,Q6043758
Q47125381,Q20570109
Q128790,Q16596506
Q22671276,Q22671269
Q553137,Q175421
Q1248144,Q7306818
Q334854,Q4166069
Q254215,Q7747249
Q462634,Q3230575
Q1384133,Q9380292
Q469998,Q16596943
Q734092,Q6043863
Q12382785,Q50810151
Q210669,Q175549
Q436910,Q7306897
Q46248,Q2342080
Q343983,Q22671612
Q6550080,Q22671612
Q317787,Q12206124
Q526518,Q9380304
Q333575,Q7747269
Q3667502,Q6043875
Q505466,Q7307280
Q78491,Q175570
Q12386948,Q50810211
Q47124289,Q20570118
Q4695507,Q4166495
Q5788058,Q22672142
Q128790,Q3230587
Q6306715,Q7747272
Q464471,Q2342127
Q55723,Q9380323
Q174210,Q6043927
Q5271250,Q7307291
Q313981,Q176192
Q22673235,Q22673234
Q454068,Q16598520
Q1153825,Q3230588
Q18535558,Q20570120
Q732568,Q7747282
Q311147,Q2342159
Q7490126,Q2342159
Q166458,Q12206206
Q313666,Q7307304
Q720199,Q6043930
Q559409,Q9380350
Q224113,Q4166741
Q326935,Q18654697
Q3479408,Q3230589
Q4885859,Q22673752
Q438273,Q16598824
Q5363538,Q7747284
Q47125293,Q20570125
Q216813,Q9383723
Q953832,Q6043961
Q34670,Q7307306
Q326935,Q18654703
Q4967346,Q2342595
Q184785,Q176470
Q965375,Q16599302
Q54828,Q4166748
Q47125166,Q20570132
Q561682,Q22673993
Q7674464,Q9383733
Q327261,Q6043977
Q9546,Q12206447
Q472569,Q7307308
Q326935,Q18654708
Q179059,Q3230605
Q40909,Q2342630
Q295516,Q176734
Q2939388,Q16599426
Q560878,Q6043999
Q4727147,Q7747303
Q7289581,Q22674063
Q2836198,Q12206564
Q181685,Q7307309
Q1700390,Q3230622
Q75612,Q16600941
Q1711833,Q4167396
Q326935,Q18654714
Q47125140,Q20570145
Q270337,Q7747327
Q88917,Q6044016
Q233046,Q4167625
Q2438479,Q4167625
Q9032726,Q16601597
Q179284,Q177359
Q3035103,Q3230623
Q326935,Q18654716
Q132805,Q2343169
Q47667,Q9384311
Q3755460,Q4167953
Q1177322,Q7747337
Q7197,Q177487
Q315380,Q16605100
Q862378,Q22674099
Q3674393,Q6044146
Q326935,Q18654717
Q1891196,Q3230629
Q7199,Q2343322
Q55767,Q178688
Q271423,Q7747344
Q603855,Q16605956
Q1243319,Q22674185
Q64129,Q12206685
Q326935,Q18654720
Q7199,Q2343985
Q2627935,Q7747364
Q14479745,Q9384944
Q376452,Q4167977
Q47121159,Q20570156
Q134942,Q178788
Q275929,Q16606269
Q119679,Q12206802
Q718081,Q3230640
Q7705078,Q7307621
Q326935,Q18654722
Q316443,Q6044248
Q39829,Q2344221
Q13125554,Q20570161
Q105756,Q178791
Q36591,Q4168661
Q6742898,Q7747376
Q4015092,Q16606472
Q140052,Q22674238
Q3074033,Q3230642
Q561142,Q7307650
Q1849325,Q18655106
Q17229378,Q9385099
Q1927976,Q2344275
Q314179,Q6044409
Q5878,Q178869
Q1679999,Q4168666
Q364901,Q7747386
Q276472,Q20570166
Q214565,Q22674239
Q6375582,Q7307964
Q570706,Q3230661
Q1849325,Q18655139
Q12881,Q179021
Q4217057,Q4168676
Q2616465,Q2344424
Q229646,Q6044431
Q47117377,Q7747389
Q5082435,Q7747389
Q13125554,Q20570173
Q78497,Q9385363
Q3311205,Q3230672
Q1849325,Q18655173
Q401463,Q12206930
Q152824,Q7307965
Q290374,Q179441
Q6775439,Q7747406
Q5717655,Q6044454
Q240647,Q20570174
Q55072099,Q16608010
Q313185,Q18655193
Q2299024,Q9385524
Q5423369,Q7307968
Q122458,Q179647
Q1153825,Q3230679
Q313589,Q12207004
Q12881,Q2344494
Q6066691,Q6044509
Q6003643,Q16608020
Q713778,Q4169395
Q17382130,Q22676973
Q13131021,Q20570181
Q1546178,Q7747410
Q7941341,Q9385675
Q573408,Q9385675
Q1849325,Q18655292
Q448425,Q180596
Q272706,Q7307999
Q496165,Q12207244
Q439059,Q16608057
Q360079,Q22676984
Q62821,Q6044555
Q13125554,Q20570184
Q2063073,Q4170646
Q841664,Q9385898
Q4462435,Q9385898
Q794213,Q7747461
Q35155,Q2344707
Q234030,Q7308057
Q275929,Q16609098
Q315949,Q180670
Q403489,Q12207300
Q348623,Q22677019
Q205185,Q3230708
Q1849325,Q18655293
Q62821,Q6044559
Q7965359,Q4171058
Q11785167,Q9386963
Q728558,Q7308395
Q22933693,Q12207339
Q48301,Q2344880
Q5044493,Q7747467
Q302296,Q3230727
Q535,Q180736
Q166351,Q18655314
Q6403624,Q6044561
Q4769173,Q22677139
Q364901,Q4171155
Q973270,Q9391574
Q5271276,Q7308413
Q295386,Q2344885
Q164967,Q16610659
Q18114995,Q22677282
Q22677317,Q22677282
Q18655733,Q18655734
Q18535906,Q20570198
Q6184250,Q7747470
Q3320920,Q3230734
Q354888,Q7308414
Q2329943,Q4171235
Q76422,Q22677377
Q47117470,Q7747472
Q276347,Q3230741
Q39829,Q2344912
Q1532518,Q20570199
Q2408506,Q181231
Q59478,Q6044745
Q4293956,Q4171247
Q17381030,Q22677508
Q3991534,Q16611101
Q11767556,Q9393475
Q2848961,Q3230743
Q2900161,Q20570205
Q41166,Q181488
Q4529317,Q4171452
Q16887081,Q18659498
Q47484,Q2345410
Q2266966,Q22677519
Q7347015,Q7747488
Q5428718,Q16612095
Q178403,Q7309799
Q1530559,Q2345826
Q7176,Q12208386
Q210059,Q4171578
Q47087,Q7747507
Q334839,Q181855
Q12356774,Q9395825
Q47125210,Q20570213
Q6172858,Q22677892
Q514424,Q7309800
Q7345,Q182502
Q3271572,Q3230786
Q3674393,Q6044966
Q9048553,Q7747513
Q468851,Q2346562
Q3025403,Q18660272
Q1225859,Q9397363
Q61699,Q4171778
Q4013472,Q16613179
Q1389731,Q7310100
Q5900305,Q22677938
Q95099,Q7747519
Q193346,Q182739
Q214660,Q4172099
Q79025,Q3230799
Q362742,Q2346621
Q12223205,Q12208443
Q718463,Q20570221
Q738805,Q9397696
Q18660769,Q18660402
Q155764,Q16613627
Q238823,Q7310269
Q4954313,Q7747521
Q957543,Q22677990
Q602217,Q4172185
Q991,Q183157
Q233033,Q2346673
Q353137,Q2346673
Q467770,Q16614894
Q3110937,Q3230820
Q125970,Q9421686
Q1383799,Q7747526
Q355194,Q183362
Q731300,Q7310270
Q5679186,Q16615635
Q311671,Q22678017
Q965375,Q2347047
Q358494,Q9430004
Q12245293,Q12208530
Q3784504,Q20570228
Q4128,Q3230841
Q715505,Q7747544
Q335232,Q183363
Q157326,Q16616676
Q16010344,Q7310271
Q1394,Q6045549
Q3396067,Q2348040
Q1238740,Q4172545
Q15954371,Q9524832
Q334958,Q3230871
Q5927676,Q7747557
Q33977,Q183565
Q4003029,Q16617566
Q6833069,Q7310435
Q780105,Q6045584
Q2822174,Q12208638
Q84153,Q3230879
Q18535597,Q20570235
Q2577467,Q2348155
Q982845,Q18663159
Q157303,Q16617973
Q474194,Q7310436
Q310618,Q22678083
Q1276939,Q6045587
Q2409468,Q4172774
Q312632,Q3230891
Q1799678,Q50816685
Q235368,Q2348190
Q171091,Q7747566
Q18535587,Q20570238
Q28758174,Q22678512
Q287244,Q6045652
Q3170415,Q6045652
Q4392560,Q18663160
Q79904,Q183883
Q522543,Q16618236
Q1344600,Q4173641
Q27140454,Q20570240
Q1384056,Q7310464
Q437433,Q3230919
Q968721,Q12209010
Q706794,Q2348711
Q1174793,Q7747569
Q2624786,Q6045655
Q375804,Q22679671
Q862652,Q9556231
Q5542374,Q18664044
Q18664047,Q18664044
Q6608546,Q184352
Q2850118,Q12209133
Q6146006,Q7310534
Q258669,Q7747570
Q38193,Q9556259
Q1512,Q2349094
Q467404,Q3230947
Q22675929,Q22679701
Q469998,Q16619295
Q18664059,Q18664079
Q18535619,Q20570248
Q5112971,Q7310581
Q1445174,Q2349244
Q2567202,Q2349244
Q151820,Q3230976
Q3173555,Q22679831
Q7447592,Q7747571
Q9322562,Q184667
Q16627066,Q16619302
Q47120294,Q18667130
Q471044,Q12209744
Q47125231,Q20570254
Q186630,Q4175331
Q187765,Q2349576
Q280556,Q7747590
Q528925,Q7310707
Q3816,Q3230984
Q11705310,Q6045780
Q184440,Q9556409
Q2853667,Q18667979
Q47125174,Q20570256
Q112214,Q16619353
Q180377,Q4175473
Q965375,Q2350141
Q3099855,Q7747607
Q4128,Q3230985
Q6768877,Q7310769
Q904300,Q50820999
Q937429,Q50820999
Q1331443,Q50820999
Q12192556,Q12209748
Q18108230,Q20570264
Q3182330,Q22680668
Q286116,Q2350387
Q766920,Q6045824
Q2033788,Q18668099
Q616122,Q18668099
Q36591,Q16619362
Q16285,Q4175588
Q358479,Q3231032
Q1256887,Q50821440
Q1190051,Q7747616
Q7287492,Q7310817
Q365423,Q9556444
Q3086016,Q6045831
Q3398492,Q20570267
Q22681043,Q22681035
Q171091,Q185031
Q38337,Q3231056
Q5321723,Q18668145
Q1256887,Q50821463
Q466716,Q16619379
Q1379443,Q4177190
Q39658,Q6045874
Q5970117,Q7747626
Q937,Q7310836
Q2480182,Q9556463
Q3091386,Q12209805
Q1512,Q185118
Q36591,Q2351667
Q326935,Q18668176
Q1256887,Q50821473
Q726194,Q3231059
Q188803,Q16619426
Q2331155,Q7747642
Q976059,Q4177635
Q329289,Q7310945
Q201538,Q12209830
Q61501,Q6045879
Q78605,Q6045879
Q561598,Q9556470
Q93620,Q185449
Q665768,Q22682047
Q27140513,Q20570277
Q2480752,Q2352720
Q1256887,Q50821479
Q3438728,Q3231069
Q382450,Q7310957
Q450335,Q16620393
Q217619,Q4179084
Q735036,Q12210244
Q247526,Q9556586
Q27140513,Q20570278
Q34253,Q185705
Q919140,Q185705
Q1256887,Q50821491
Q318487,Q2353056
Q3170380,Q3231091
Q77074,Q6045882
Q318099,Q16620471
Q15713543,Q9556591
Q64129,Q12210611
Q18668722,Q18668730
Q522451,Q7747719
Q272076,Q7310958
Q5105869,Q22682065
Q81447,Q185822
Q9204,Q4179147
Q1256887,Q50821495
Q606389,Q9556633
Q357970,Q16620602
Q13426754,Q7311035
Q458658,Q7747732
Q4251067,Q18668739
Q64129,Q12210617
Q632088,Q6045884
Q41166,Q2353123
Q42156,Q185825
Q1256887,Q50821502
Q1048828,Q4179359
Q7197,Q3231112
Q598029,Q7747745
Q2080935,Q18669646
Q316327,Q9556665
Q261962,Q2353704
Q665768,Q22682087
Q5851847,Q16622509
Q64246,Q6045902
Q91498,Q6045902
Q7945837,Q7311051
Q2330788,Q20570291
Q1256887,Q50821509
Q359548,Q185887
Q5372180,Q4179366
Q222944,Q3231122
Q382692,Q7747754
Q1927976,Q2354022
Q9049,Q18669751
Q5231172,Q18669751
Q558615,Q9556678
Q293571,Q12210673
Q957993,Q6045920
Q1573454,Q7311062
Q1256887,Q50821516
Q63193,Q186314
Q2659138,Q3231129
Q316213,Q2354342
Q22277138,Q7747765
Q10264445,Q9556738
Q18669777,Q18669784
Q198770,Q6045924
Q42,Q187655
Q2064143,Q7311094
Q1256887,Q50821521
Q36591,Q2354427
Q314966,Q3231133
Q80095,Q4179487
Q316138,Q7747809
Q10363402,Q9556745
Q3622966,Q9556745
Q732513,Q9556745
Q717712,Q18670091
Q310379,Q187942
Q3185104,Q20570308
Q62981,Q6045926
Q47115936,Q7311121
Q2065950,Q16626418
Q1256887,Q50821528
Q2797004,Q2354946
Q4710326,Q7747812
Q326935,Q18670097
Q3057265,Q3231147
Q10313419,Q9556772
Q4695887,Q12210864
Q835,Q188538
Q742923,Q16626814
Q241398,Q6045965
Q2353846,Q7311126
Q2448853,Q50821536
Q352059,Q2355335
Q6166426,Q22682114
Q3124100,Q7747816
Q9073212,Q18672076
Q2851250,Q3231184
Q4529299,Q4179754
Q4119651,Q12210918
Q20558814,Q20570314
Q1508877,Q16626928
Q977682,Q2355621
Q5642483,Q6045981
Q1993564,Q7311128
Q1256887,Q50821542
Q1761359,Q188563
Q26689617,Q22682121
Q9073212,Q18672079
Q4119651,Q12210919
Q3369008,Q3231201
Q47125192,Q20570316
Q23434,Q4179831
Q318026,Q16627113
Q201732,Q2356106
Q12807,Q6046133
Q160219,Q189378
Q1256887,Q50821547
Q313073,Q7311285
Q176558,Q7747823
Q4119651,Q12210920
Q157322,Q18672792
Q1383799,Q2356361
Q2407399,Q3231203
Q366575,Q189446
Q312853,Q6046262
Q5541102,Q6046262
Q7682284,Q7747826
Q1256887,Q50821555
Q1797109,Q9556886
Q7174145,Q22682155
Q3559810,Q16627241
Q1383799,Q2356372
Q2470299,Q3231204
Q34743,Q189509
Q22095986,Q22682201
Q334252,Q7311479
Q18674837,Q18674844
Q1256887,Q50821564
Q44695,Q4179964
Q271814,Q2356529
Q5686,Q189811
Q4496410,Q12210922
Q982023,Q3231205
Q80900,Q7747877
Q1256887,Q50821572
Q12706,Q4180181
Q6504384,Q6046378
Q9391,Q7311546
Q39658,Q22683098
Q314553,Q2356615
Q6527,Q190126
Q787524,Q16628115
Q545736,Q7747895
Q441146,Q20570329
Q1256887,Q50821578
Q2857140,Q18676646
Q229226,Q4180188
Q3183180,Q7311647
Q1979276,Q2356698
Q339577,Q3231214
Q2707927,Q6046402
Q6408321,Q16628167
Q129187,Q7747909
Q7934,Q190192
Q560434,Q22683464
Q9697604,Q9556994
Q1256887,Q50821586
Q18535607,Q20570333
Q34670,Q3231216
Q231356,Q7311691
Q1894829,Q2356719
Q922795,Q6046564
Q2964775,Q18676975
Q207544,Q4180222
Q44306,Q191288
Q1256887,Q50821590
Q1148078,Q7747934
Q1646,Q16628305
Q128790,Q22683555
Q356537,Q3231263
Q394646,Q7311700
Q212727,Q2356878
Q47124278,Q20570337
Q2598859,Q4180242
Q178379,Q6046637
Q465681,Q18679079
Q2442559,Q7747958
Q160219,Q191540
Q491558,Q12211525
Q12240493,Q12211525
Q560434,Q22683761
Q309716,Q16628328
Q1256887,Q50821595
Q6172211,Q20570339
Q3806606,Q7311724
Q184440,Q9557077
Q160362,Q3231273
Q379855,Q6047073
Q236233,Q4180250
Q465681,Q18679141
Q733151,Q16628366
Q370973,Q2356919
Q6406143,Q12211535
Q19628726,Q22683781
Q7793653,Q20570342
Q1256887,Q50821598
Q465681,Q18679144
Q193608,Q7311739
Q6761280,Q7747999
Q2272484,Q9557224
Q575345,Q6047191
Q3171764,Q3231280
Q4118090,Q12211706
Q322060,Q4180251
Q464150,Q22683794
Q239522,Q2357151
Q5683,Q191663
Q465681,Q18679150
Q2556046,Q7311906
Q3106352,Q16628372
Q1256887,Q50821606
Q6390797,Q7748004
Q2941920,Q3231283
Q134165,Q9557297
Q38337,Q191838
Q2537433,Q20570348
Q46248,Q2357179
Q3068445,Q12211759
Q21334712,Q22683801
Q3168981,Q16628495
Q16028183,Q16628495
Q1256887,Q50821612
Q15838221,Q18679152
Q3094462,Q3231288
Q93056,Q6047336
Q913287,Q6047336
Q21150619,Q6047336
Q217790,Q7311931
Q4889323,Q7748006
Q81447,Q191949
Q1359038,Q4181713
Q18536059,Q20570353
Q46248,Q2357201
Q18527224,Q12211881
Q177411,Q16628593
Q551589,Q22683851
Q3734617,Q18679153
Q1256887,Q50821616
Q6098060,Q6047526
Q217619,Q7312769
Q75612,Q7312769
Q443410,Q3231290
Q1141956,Q7748009
Q47125182,Q20570357
Q46248,Q2357235
Q308711,Q4181821
Q297776,Q16628945
Q9697033,Q9557497
Q1165371,Q18679154
Q6091400,Q6047585
Q172118,Q7748011
Q333668,Q7312811
Q1148678,Q192016
Q1256887,Q50821623
Q24287037,Q20570360
Q467796,Q22683888
Q34981,Q2357633
Q560315,Q3231292
Q4231341,Q4181951
Q3081853,Q16628995
Q34660,Q192258
Q10347333,Q9557587
Q1165371,Q18679155
Q1256887,Q50821628
